,tenure,PhoneService,Contract,MonthlyCharges,TotalCharges,Churn,Credit card (automatic),Electronic check,Mailed check,Total_tenure_ratio
3508,70,1,2,113.65,7939.25,0,0,0,0,113.41785714285714
3509,1,1,0,44.9,44.9,0,0,0,1,44.9
3510,8,1,0,75.25,576.7,0,0,1,0,72.0875
3511,53,1,2,24.6,1279.0,0,0,0,1,24.132075471698112
3512,51,1,1,25.0,1260.7,0,0,0,0,24.719607843137254
3513,11,1,0,20.95,267.35,0,0,0,0,24.30454545454546
3514,60,1,2,110.6,6586.85,0,0,1,0,109.78083333333333
3515,17,1,0,55.5,934.15,0,1,0,0,54.949999999999996
3516,3,1,0,43.3,123.65,1,0,1,0,41.21666666666667
3517,70,1,1,109.5,7534.65,1,0,0,0,107.63785714285714
3518,1,1,0,19.45,19.45,0,0,0,1,19.45
3519,43,1,0,84.85,3645.6,0,0,1,0,84.78139534883721
3520,16,1,0,19.6,314.45,0,0,0,1,19.653125
3521,57,1,1,53.45,3053.0,0,0,1,0,53.56140350877193
3522,37,1,1,19.8,677.05,0,1,0,0,18.298648648648648
3523,72,1,2,112.1,7965.95,0,1,0,0,110.63819444444444
3524,11,1,0,84.8,906.85,1,1,0,0,82.44090909090909
3525,50,1,0,95.05,4888.7,1,0,1,0,97.774
3526,5,1,0,50.35,237.25,1,0,1,0,47.45
3527,1,1,0,74.6,74.6,1,0,0,0,74.6
3528,16,1,0,19.7,342.4,1,0,0,1,21.4
3529,2,1,0,74.2,140.1,0,0,1,0,70.05
3530,17,1,0,69.0,1108.0,0,0,0,1,65.17647058823529
3531,16,1,1,19.35,295.55,0,1,0,0,18.471875
3532,15,1,0,59.45,892.65,1,0,1,0,59.51
3533,10,1,1,19.8,198.25,0,0,0,1,19.825
3534,46,1,1,105.2,4822.85,1,0,0,0,104.8445652173913
3535,64,1,2,109.2,6741.15,0,1,0,0,105.33046875
3536,1,1,0,79.15,79.15,0,0,0,1,79.15
3537,25,1,1,53.65,1355.45,0,0,0,1,54.218
3538,71,1,2,100.2,7209.0,0,1,0,0,101.53521126760563
3539,8,1,0,45.15,438.4,1,0,0,1,54.8
3540,72,1,2,108.65,7726.35,0,0,0,0,107.31041666666667
3541,49,0,0,40.65,2070.75,0,0,0,0,42.26020408163265
3542,29,0,1,55.35,1636.95,0,1,0,0,56.44655172413793
3543,72,1,2,105.6,7581.5,0,0,0,0,105.29861111111111
3544,31,1,0,93.8,3019.5,1,0,1,0,97.40322580645162
3545,50,1,0,95.7,4729.75,0,0,1,0,94.595
3546,71,1,2,83.2,6126.1,0,0,1,0,86.2830985915493
3547,70,1,2,90.05,6333.4,0,1,0,0,90.47714285714285
3548,71,1,1,97.65,6687.85,0,1,0,0,94.19507042253521
3549,61,1,2,68.05,4158.25,0,0,0,0,68.16803278688525
3550,32,1,0,96.2,3183.4,1,0,1,0,99.48125
3551,1,1,0,79.6,79.6,1,0,1,0,79.6
3552,68,1,2,102.1,7149.35,0,0,0,0,105.1375
3553,62,1,2,23.4,1429.65,0,0,0,0,23.058870967741935
3554,7,1,0,71.05,472.65,0,0,1,0,67.52142857142857
3555,20,1,0,85.25,1734.5,1,0,1,0,86.725
3556,6,1,1,19.45,113.5,0,0,0,1,18.916666666666668
3557,33,0,0,59.45,1884.65,0,0,0,0,57.11060606060607
3558,28,1,1,92.2,2568.15,0,0,0,0,91.71964285714286
3559,27,1,2,19.85,470.0,0,1,0,0,17.40740740740741
3560,7,1,0,43.9,278.4,0,0,0,1,39.771428571428565
3561,26,1,0,80.5,2088.8,1,0,1,0,80.33846153846154
3562,5,1,0,89.8,502.6,1,0,1,0,100.52000000000001
3563,30,1,0,90.5,2595.85,0,1,0,0,86.52833333333334
3564,63,1,1,90.45,5825.5,0,1,0,0,92.46825396825396
3565,1,1,0,50.75,50.75,1,0,1,0,50.75
3566,53,1,1,84.6,4449.75,0,0,1,0,83.95754716981132
3567,14,1,0,89.65,1208.35,1,1,0,0,86.31071428571428
3568,21,1,0,99.15,1956.4,0,0,0,0,93.16190476190476
3569,17,1,1,19.95,310.6,0,0,0,1,18.27058823529412
3570,16,1,2,20.5,290.55,0,0,0,1,18.159375
3571,35,1,0,62.1,2096.1,0,0,1,0,59.888571428571424
3572,32,1,0,79.5,2665.0,0,0,1,0,83.28125
3573,28,1,0,19.55,543.8,0,0,0,0,19.42142857142857
3574,1,1,0,20.35,20.35,0,0,0,1,20.35
3575,59,0,0,51.7,3005.8,0,0,1,0,50.94576271186441
3576,72,1,1,23.3,1623.15,0,0,0,0,22.543750000000003
3577,36,1,1,65.4,2498.4,1,0,0,1,69.4
3578,40,1,0,65.1,2586.0,0,0,0,1,64.65
3579,40,1,0,81.2,3292.3,0,0,1,0,82.3075
3580,9,1,0,72.9,651.4,1,0,0,1,72.37777777777778
3581,63,1,2,74.5,4674.55,0,1,0,0,74.19920634920635
3582,3,1,0,80.5,232.35,0,0,1,0,77.45
3583,40,0,1,60.3,2448.5,0,0,0,1,61.2125
3584,8,1,0,75.0,658.1,0,0,0,1,82.2625
3585,34,1,1,90.15,3128.8,0,0,0,1,92.02352941176471
3586,5,0,0,40.0,223.45,1,0,0,1,44.69
3587,9,1,0,99.45,919.4,1,1,0,0,102.15555555555555
3588,9,1,0,69.05,653.95,0,1,0,0,72.66111111111111
3589,31,1,0,59.7,1825.5,0,0,0,0,58.88709677419355
3590,50,1,1,19.85,943.1,0,0,0,0,18.862000000000002
3591,2,1,0,86.25,181.65,1,0,1,0,90.825
3592,1,1,0,45.65,45.65,1,0,1,0,45.65
3593,8,1,0,70.1,551.35,1,0,0,1,68.91875
3594,9,0,0,40.75,359.4,0,0,1,0,39.93333333333333
3595,2,1,0,70.2,115.95,1,0,0,0,57.975
3596,3,1,0,55.35,165.2,1,0,1,0,55.06666666666666
3597,25,1,0,95.7,2338.35,0,1,0,0,93.53399999999999
3598,1,1,0,46.3,46.3,0,0,1,0,46.3
3599,45,1,0,81.3,3541.1,0,0,0,1,78.69111111111111
3600,51,1,0,84.2,4146.05,1,0,1,0,81.29509803921569
3601,55,1,0,20.0,1087.25,0,1,0,0,19.76818181818182
3602,38,1,0,66.15,2522.4,0,0,0,0,66.37894736842105
3603,2,1,0,45.85,81.0,1,0,0,1,40.5
3604,38,1,0,19.6,717.3,0,0,1,0,18.876315789473683
3605,34,1,0,49.8,1734.2,0,0,1,0,51.00588235294118
3606,70,1,1,101.75,7069.3,0,0,1,0,100.99000000000001
3607,13,1,1,55.15,742.9,0,0,0,1,57.146153846153844
3608,39,1,0,75.25,3017.65,1,0,1,0,77.37564102564103
3609,61,1,1,103.95,6423.0,0,0,1,0,105.29508196721312
3610,12,1,0,100.15,1164.3,1,0,0,0,97.02499999999999
3611,41,1,2,99.65,4220.35,0,1,0,0,102.93536585365854
3612,21,1,0,73.7,1558.7,0,0,1,0,74.22380952380952
3613,55,0,1,50.05,2743.45,0,0,0,0,49.880909090909086
3614,69,0,2,60.25,4055.5,0,0,0,0,58.77536231884058
3615,26,1,0,105.75,2710.25,1,0,1,0,104.24038461538461
3616,69,1,1,87.3,6055.55,0,1,0,0,87.76159420289855
3617,18,0,0,48.35,810.7,1,0,1,0,45.03888888888889
3618,47,1,0,54.25,2538.2,0,0,1,0,54.00425531914893
3619,72,1,2,85.3,6129.2,0,0,0,0,85.12777777777778
3620,33,0,0,50.0,1750.85,0,0,1,0,53.056060606060605
3621,2,0,0,24.4,36.55,1,0,0,1,18.275
3622,72,1,2,90.95,6652.45,0,1,0,0,92.39513888888888
3623,37,1,0,72.25,2575.45,0,0,0,0,69.60675675675675
3624,62,1,0,96.1,6019.35,0,1,0,0,97.08629032258065
3625,71,1,2,19.85,1379.6,0,1,0,0,19.430985915492958
3626,23,1,0,55.3,1284.2,0,0,0,0,55.834782608695654
3627,16,1,1,20.1,296.15,0,0,0,1,18.509375
3628,9,1,0,69.5,653.25,0,0,0,1,72.58333333333333
3629,17,1,2,25.15,412.6,0,0,0,1,24.27058823529412
3630,4,1,0,20.95,85.5,1,0,0,0,21.375
3631,1,1,0,49.55,49.55,1,0,1,0,49.55
3632,24,1,0,79.65,1928.7,0,0,0,1,80.3625
3633,1,1,0,71.25,71.25,0,0,1,0,71.25
3634,72,1,2,113.8,7845.8,0,0,0,0,108.96944444444445
3635,72,1,2,24.55,1750.7,0,0,1,0,24.31527777777778
3636,11,1,0,19.7,216.2,0,1,0,0,19.654545454545453
3637,9,1,0,20.25,178.5,1,0,0,1,19.833333333333332
3638,2,1,0,50.15,115.1,1,1,0,0,57.55
3639,60,1,1,100.5,6029.0,0,1,0,0,100.48333333333333
3640,29,1,0,95.9,2745.2,1,0,1,0,94.66206896551724
3641,49,1,2,74.45,3721.9,0,0,0,0,75.95714285714286
3642,30,1,0,104.1,3121.1,0,0,1,0,104.03666666666666
3643,53,1,1,19.05,990.45,0,1,0,0,18.687735849056605
3644,39,1,2,25.0,1004.35,0,0,0,1,25.752564102564104
3645,9,1,0,19.05,157.65,0,0,0,1,17.516666666666666
3646,39,1,1,81.9,3219.75,0,0,1,0,82.5576923076923
3647,8,1,0,69.7,572.85,0,0,1,0,71.60625
3648,51,1,1,90.15,4554.85,0,0,1,0,89.31078431372549
3649,71,1,2,25.35,1847.55,0,1,0,0,26.021830985915493
3650,71,1,2,24.65,1766.75,0,0,0,1,24.883802816901408
3651,70,1,2,19.55,1462.05,0,1,0,0,20.88642857142857
3652,1,0,0,25.25,25.25,1,0,1,0,25.25
3653,38,0,2,60.0,2193.2,0,0,0,0,57.715789473684204
3654,28,1,0,89.9,2433.5,0,1,0,0,86.91071428571429
3655,32,1,0,19.4,641.15,0,0,0,0,20.0359375
3656,49,1,2,49.8,2398.4,0,0,0,1,48.946938775510205
3657,37,1,2,24.1,861.85,0,0,0,0,23.293243243243243
3658,10,1,0,54.25,583.0,0,0,1,0,58.3
3659,67,1,1,109.9,7332.4,0,1,0,0,109.43880597014925
3660,7,0,1,35.5,249.55,0,1,0,0,35.65
3661,51,1,1,87.55,4475.9,0,1,0,0,87.7627450980392
3662,9,1,0,45.15,416.45,1,0,1,0,46.27222222222222
3663,9,1,0,88.4,788.6,0,0,0,1,87.62222222222222
3664,4,1,0,50.8,202.3,0,0,0,1,50.575
3665,71,1,2,99.0,6994.6,0,0,1,0,98.51549295774649
3666,50,1,0,84.4,4116.15,1,0,0,0,82.323
3667,24,1,2,96.55,2263.45,0,0,1,0,94.31041666666665
3668,22,1,1,59.75,1374.35,0,0,0,0,62.470454545454544
3669,44,1,0,111.5,4915.15,0,0,1,0,111.70795454545454
3670,33,1,0,24.25,838.5,0,0,0,0,25.40909090909091
3671,1,1,0,75.1,75.1,1,0,1,0,75.1
3672,54,1,1,70.15,3715.65,1,1,0,0,68.80833333333334
3673,42,1,0,101.75,4273.45,1,0,1,0,101.74880952380951
3674,1,1,0,45.8,45.8,1,0,1,0,45.8
3675,1,1,0,20.5,20.5,0,0,0,1,20.5
3676,30,1,1,70.4,2044.75,0,0,1,0,68.15833333333333
3677,1,0,0,30.55,30.55,0,0,0,1,30.55
3678,16,1,0,84.9,1398.25,0,0,1,0,87.390625
3679,1,1,0,20.1,20.1,1,0,0,1,20.1
3680,9,0,0,40.65,328.95,1,0,0,1,36.55
3681,46,1,0,101.0,4680.05,1,0,1,0,101.74021739130436
3682,1,1,0,69.1,69.1,1,0,1,0,69.1
3683,71,1,2,54.5,3778.2,0,0,0,0,53.21408450704225
3684,43,1,0,75.35,3161.4,0,1,0,0,73.52093023255814
3685,50,0,1,44.45,2188.45,0,0,0,0,43.769
3686,13,1,0,75.0,999.45,1,0,0,1,76.88076923076923
3687,19,1,1,100.0,1888.65,1,0,0,0,99.40263157894738
3688,41,1,0,98.05,3990.6,0,0,0,0,97.33170731707317
3689,1,1,0,71.15,71.15,1,0,1,0,71.15
3690,24,0,0,54.15,1240.25,1,1,0,0,51.677083333333336
3691,40,1,1,63.9,2635.0,0,0,0,0,65.875
3692,3,1,0,69.15,235.0,0,0,0,0,78.33333333333333
3693,37,1,1,64.65,2347.85,0,0,0,0,63.4554054054054
3694,67,1,2,108.75,7156.2,1,1,0,0,106.80895522388059
3695,32,1,0,98.85,3089.6,0,0,1,0,96.55
3696,6,1,0,49.15,270.8,1,0,1,0,45.13333333333333
3697,32,1,0,89.6,2901.8,0,0,1,0,90.68125
3698,59,1,0,83.25,4949.1,0,0,1,0,83.88305084745764
3699,30,1,1,70.25,2198.9,0,0,0,0,73.29666666666667
3700,20,1,0,19.4,374.5,1,0,1,0,18.725
3701,27,1,2,24.5,761.95,0,0,1,0,28.22037037037037
3702,20,1,0,79.15,1520.9,1,0,1,0,76.045
3703,9,1,1,20.1,190.25,0,0,0,1,21.13888888888889
3704,68,1,1,73.0,5163.0,0,1,0,0,75.92647058823529
3705,69,1,2,61.4,4059.85,0,1,0,0,58.83840579710145
3706,26,1,0,84.3,2281.6,0,0,0,1,87.75384615384615
3707,69,1,2,19.9,1356.7,0,0,0,0,19.66231884057971
3708,11,1,2,20.4,231.45,0,0,0,1,21.04090909090909
3709,1,1,0,50.75,50.75,0,0,0,1,50.75
3710,10,1,1,20.45,242.4,0,0,0,1,24.240000000000002
3711,55,1,1,75.75,4264.25,0,0,0,0,77.53181818181818
3712,44,1,1,65.4,2774.55,0,0,1,0,63.05795454545455
3713,46,1,0,80.4,3605.2,1,0,1,0,78.37391304347825
3714,69,1,2,59.75,4069.9,0,0,0,0,58.984057971014494
3715,11,1,0,78.5,874.2,0,0,1,0,79.47272727272728
3716,11,1,0,102.0,1145.35,1,0,1,0,104.12272727272726
3717,29,1,0,48.95,1323.7,0,0,0,0,45.6448275862069
3718,57,1,0,99.65,5497.05,0,0,1,0,96.43947368421053
3719,28,1,1,18.25,534.7,0,1,0,0,19.09642857142857
3720,42,1,0,54.55,2455.05,0,1,0,0,58.453571428571436
3721,2,1,0,20.65,38.7,1,0,0,1,19.35
3722,23,0,1,40.65,947.4,0,0,0,0,41.19130434782608
3723,18,1,0,20.45,357.0,0,0,0,1,19.833333333333332
3724,62,1,1,24.8,1476.25,0,0,0,0,23.81048387096774
3725,1,1,0,70.8,70.8,1,0,0,1,70.8
3726,16,1,0,89.05,1448.6,1,1,0,0,90.5375
3727,3,1,0,96.6,291.9,1,0,1,0,97.3
3728,67,1,1,88.8,5903.15,0,0,0,0,88.10671641791045
3729,62,1,2,20.05,1201.65,0,1,0,0,19.381451612903227
3730,57,1,0,104.5,5921.35,1,1,0,0,103.88333333333334
3731,2,1,0,69.8,146.65,0,0,1,0,73.325
3732,23,1,2,77.15,1759.4,0,0,0,0,76.49565217391304
3733,25,0,2,35.05,844.45,0,0,0,0,33.778
3734,72,1,2,108.1,7774.05,0,0,0,0,107.97291666666666
3735,2,1,0,84.05,134.05,0,0,1,0,67.025
3736,8,1,1,20.2,140.95,0,0,0,0,17.61875
3737,5,1,0,50.6,249.95,1,0,0,1,49.989999999999995
3738,35,0,0,49.2,1701.65,0,0,1,0,48.61857142857143
3739,24,1,1,24.6,592.65,0,0,1,0,24.693749999999998
3740,2,1,0,71.65,135.75,0,0,1,0,67.875
3741,72,1,2,104.9,7732.65,0,1,0,0,107.39791666666666
3742,41,1,0,106.5,4282.4,0,0,1,0,104.44878048780487
3743,4,1,0,49.35,219.65,1,0,1,0,54.9125
3744,26,1,1,75.5,2018.1,0,0,0,0,77.61923076923077
3745,7,1,0,94.25,669.0,1,0,1,0,95.57142857142857
3746,1,1,0,68.95,68.95,1,0,1,0,68.95
3747,4,1,0,58.5,224.85,0,0,0,1,56.2125
3748,48,1,2,78.9,3771.5,0,1,0,0,78.57291666666667
3749,2,1,0,93.85,196.75,1,0,1,0,98.375
3750,12,1,1,79.2,943.85,0,0,1,0,78.65416666666667
3751,60,1,0,109.45,6572.85,0,0,0,0,109.5475
3752,55,1,2,59.2,3175.85,0,0,1,0,57.74272727272727
3753,1,0,0,29.15,29.15,0,0,0,1,29.15
3754,1,1,0,20.05,20.05,0,0,0,1,20.05
3755,4,1,0,76.05,318.9,1,0,1,0,79.725
3756,1,0,0,24.45,24.45,1,0,0,1,24.45
3757,42,1,2,66.5,2762.75,0,1,0,0,65.7797619047619
3758,1,1,0,49.55,49.55,0,0,0,0,49.55
3759,7,1,0,89.35,631.85,1,1,0,0,90.26428571428572
3760,3,1,0,73.6,232.5,0,1,0,0,77.5
3761,72,1,2,82.65,5919.35,0,1,0,0,82.21319444444445
3762,15,1,0,49.0,749.25,0,0,1,0,49.95
3763,4,1,0,80.35,307.4,1,0,1,0,76.85
3764,11,1,1,25.2,245.15,0,0,1,0,22.286363636363635
3765,5,1,0,25.45,134.75,0,0,0,1,26.95
3766,1,1,0,55.8,55.8,1,0,1,0,55.8
3767,72,1,2,110.9,8240.85,0,1,0,0,114.45625000000001
3768,55,1,0,77.75,4266.4,0,1,0,0,77.57090909090908
3769,40,1,0,26.2,1077.5,0,0,1,0,26.9375
3770,57,1,2,19.9,1115.6,0,0,0,0,19.5719298245614
3771,1,1,0,79.05,79.05,1,0,1,0,79.05
3772,1,1,0,95.0,95.0,1,0,1,0,95.0
3773,1,0,0,25.2,25.2,1,0,0,1,25.2
3774,52,1,1,80.85,4079.55,0,0,1,0,78.45288461538462
3775,41,1,0,98.4,4187.75,1,0,1,0,102.14024390243902
3776,43,1,1,56.35,2391.15,0,0,0,1,55.608139534883726
3777,47,1,2,19.3,890.5,0,0,0,0,18.9468085106383
3778,3,1,0,50.4,137.25,0,0,0,0,45.75
3779,66,1,2,79.4,5154.6,1,1,0,0,78.10000000000001
3780,55,1,2,55.25,3119.9,0,1,0,0,56.72545454545455
3781,29,1,1,19.1,529.5,0,0,0,1,18.25862068965517
3782,12,1,0,84.05,966.55,0,0,1,0,80.54583333333333
3783,66,1,0,105.2,6936.85,0,0,1,0,105.10378787878788
3784,35,1,0,101.4,3496.3,1,0,1,0,99.89428571428572
3785,10,1,0,89.8,914.3,1,0,1,0,91.42999999999999
3786,27,1,0,75.75,1929.0,0,0,0,0,71.44444444444444
3787,58,1,0,95.3,5817.7,0,0,1,0,100.3051724137931
3788,54,1,2,109.75,6110.2,1,0,0,0,113.15185185185184
3789,9,1,0,19.85,178.8,0,0,0,1,19.866666666666667
3790,2,1,1,19.3,28.3,1,1,0,0,14.15
3791,6,1,0,69.1,435.0,0,0,1,0,72.5
3792,26,1,0,91.25,2351.8,1,0,1,0,90.45384615384616
3793,9,1,0,20.25,186.15,0,0,0,1,20.683333333333334
3794,8,1,0,54.75,445.85,0,0,0,1,55.73125
3795,12,1,0,81.45,912.0,0,0,1,0,76.0
3796,15,1,0,49.1,679.55,1,0,1,0,45.30333333333333
3797,43,1,1,80.2,3581.6,0,0,1,0,83.29302325581395
3798,42,1,0,100.3,4222.95,0,0,1,0,100.54642857142856
3799,31,1,0,65.25,1994.3,1,1,0,0,64.33225806451613
3800,66,1,2,90.95,5930.05,0,1,0,0,89.84924242424243
3801,18,1,0,85.45,1505.85,1,0,1,0,83.65833333333333
3802,1,1,0,20.0,20.0,0,0,0,1,20.0
3803,61,1,2,94.1,5638.3,1,0,1,0,92.43114754098362
3804,10,1,0,79.85,797.25,0,0,1,0,79.725
3805,1,1,0,71.65,71.65,1,0,1,0,71.65
3806,18,1,0,73.55,1359.45,0,0,1,0,75.525
3807,24,1,0,104.65,2542.45,1,0,1,0,105.93541666666665
3808,3,1,0,19.3,54.7,0,0,0,1,18.233333333333334
3809,50,1,1,20.15,989.05,0,1,0,0,19.781
3810,1,1,0,44.55,44.55,0,0,1,0,44.55
3811,2,1,0,54.45,87.3,0,0,0,1,43.65
3812,17,1,1,19.65,351.55,0,0,0,0,20.679411764705883
3813,69,1,2,105.0,7297.75,0,0,1,0,105.76449275362319
3814,72,1,2,88.7,6301.7,0,1,0,0,87.52361111111111
3815,3,1,0,74.25,210.3,1,0,1,0,70.10000000000001
3816,50,1,2,75.15,3822.45,0,0,0,0,76.449
3817,53,1,2,20.25,1048.45,0,0,0,1,19.782075471698114
3818,58,1,2,109.1,6393.65,0,1,0,0,110.2353448275862
3819,46,0,1,30.75,1489.3,0,0,0,0,32.37608695652174
3820,72,1,0,112.9,8061.5,0,1,0,0,111.96527777777777
3821,1,1,0,74.2,74.2,1,0,1,0,74.2
3822,6,1,0,94.05,518.75,0,0,0,1,86.45833333333333
3823,72,1,2,78.85,5763.15,0,0,0,0,80.04374999999999
3824,4,1,0,55.3,238.5,0,0,0,1,59.625
3825,52,1,2,19.35,1031.7,0,0,0,1,19.840384615384615
3826,0,1,2,25.35,0.0,0,0,0,1,0.0
3827,2,1,1,20.45,34.8,0,0,0,1,17.4
3828,65,1,2,19.35,1319.95,0,0,0,0,20.306923076923077
3829,43,1,0,101.0,4388.4,1,0,1,0,102.05581395348837
3830,4,1,0,100.2,420.2,1,0,1,0,105.05
3831,25,1,1,89.05,2177.45,1,0,1,0,87.098
3832,51,1,1,78.65,3950.85,0,1,0,0,77.46764705882353
3833,12,1,0,74.75,827.05,0,0,0,0,68.92083333333333
3834,57,1,1,70.1,3913.3,1,0,0,0,68.65438596491228
3835,24,1,1,19.9,533.5,0,0,0,1,22.229166666666668
3836,64,1,1,58.35,3756.45,0,0,0,0,58.69453125
3837,4,1,1,105.65,443.9,1,0,1,0,110.975
3838,26,1,0,100.5,2599.95,0,0,0,0,99.99807692307692
3839,15,1,0,20.05,284.3,0,0,0,1,18.953333333333333
3840,64,1,2,25.65,1740.8,0,1,0,0,27.2
3841,36,1,0,96.5,3436.1,1,0,1,0,95.44722222222222
3842,27,1,0,95.0,2462.55,0,1,0,0,91.20555555555556
3843,1,1,0,70.85,70.85,1,0,0,1,70.85
3844,35,1,1,85.95,3110.1,1,1,0,0,88.86
3845,4,1,0,73.9,280.85,1,0,1,0,70.2125
3846,8,1,0,45.45,411.75,0,0,1,0,51.46875
3847,10,1,0,20.0,198.6,0,1,0,0,19.86
3848,2,1,0,49.2,103.7,0,0,0,1,51.85
3849,58,1,2,109.45,6144.55,1,0,0,0,105.94051724137931
3850,51,1,2,83.25,4089.45,0,1,0,0,80.18529411764706
3851,46,1,2,19.25,864.2,0,0,0,1,18.786956521739132
3852,1,1,0,19.65,19.65,0,0,0,0,19.65
3853,46,1,0,72.8,3249.4,0,0,0,0,70.63913043478261
3854,50,1,0,109.65,5405.8,0,0,0,0,108.116
3855,53,1,0,65.0,3363.8,0,1,0,0,63.46792452830189
3856,61,1,0,114.1,7132.15,0,0,1,0,116.92049180327868
3857,5,1,0,20.65,93.55,0,0,0,0,18.71
3858,47,1,1,86.95,4138.9,0,0,0,0,88.06170212765957
3859,54,1,1,94.75,5121.75,0,0,0,0,94.84722222222223
3860,19,0,0,25.35,566.1,0,1,0,0,29.794736842105266
3861,26,1,2,105.45,2715.3,0,0,1,0,104.4346153846154
3862,70,1,2,25.4,1782.05,0,0,0,1,25.457857142857144
3863,17,1,0,102.55,1742.5,0,0,1,0,102.5
3864,30,1,0,100.2,2983.8,1,0,1,0,99.46000000000001
3865,1,1,0,24.0,24.0,0,0,0,1,24.0
3866,19,1,2,25.6,485.9,0,0,0,1,25.573684210526313
3867,26,1,2,73.5,1905.7,0,1,0,0,73.29615384615384
3868,21,1,0,74.05,1565.7,1,0,0,0,74.55714285714286
3869,50,1,1,98.25,4858.7,0,0,1,0,97.17399999999999
3870,68,0,1,54.4,3723.65,0,0,1,0,54.75955882352941
3871,3,1,0,101.55,298.35,1,0,0,0,99.45
3872,9,1,0,103.1,970.45,0,0,1,0,107.82777777777778
3873,51,0,2,34.2,1782.0,0,0,0,0,34.94117647058823
3874,9,1,0,43.75,405.7,0,0,1,0,45.077777777777776
3875,41,1,1,111.95,4534.9,1,0,1,0,110.60731707317072
3876,22,1,0,100.65,2415.95,0,0,1,0,109.81590909090909
3877,21,0,1,55.95,1157.05,1,0,1,0,55.09761904761905
3878,71,1,2,116.05,8297.5,0,0,0,0,116.86619718309859
3879,1,1,0,45.75,45.75,1,0,1,0,45.75
3880,26,1,1,82.0,2083.1,0,1,0,0,80.11923076923077
3881,71,1,2,65.15,4681.75,0,0,0,0,65.94014084507042
3882,4,1,0,44.8,176.2,0,1,0,0,44.05
3883,12,1,0,79.8,1001.2,0,0,1,0,83.43333333333334
3884,18,1,0,88.85,1594.75,0,0,1,0,88.59722222222223
3885,3,1,0,74.95,212.4,0,0,1,0,70.8
3886,72,1,1,106.85,7677.4,0,0,0,0,106.63055555555555
3887,11,1,0,74.95,815.5,1,0,1,0,74.13636363636364
3888,1,1,0,80.15,80.15,1,1,0,0,80.15
3889,13,1,1,19.3,259.65,0,1,0,0,19.97307692307692
3890,72,1,1,109.25,8109.8,1,0,1,0,112.63611111111112
3891,42,1,1,56.1,2386.85,0,1,0,0,56.8297619047619
3892,17,1,0,19.7,340.35,0,1,0,0,20.02058823529412
3893,7,1,0,51.3,419.35,0,0,0,1,59.90714285714286
3894,68,1,2,118.6,7990.05,0,0,0,1,117.50073529411765
3895,56,1,2,24.15,1402.25,0,0,0,0,25.040178571428573
3896,38,1,1,20.3,749.35,0,0,0,1,19.719736842105263
3897,72,1,2,115.5,8425.15,0,0,1,0,117.01597222222222
3898,48,1,1,25.05,1171.5,0,1,0,0,24.40625
3899,52,1,0,109.1,5647.95,0,0,1,0,108.61442307692307
3900,35,1,1,19.65,708.8,0,0,0,1,20.25142857142857
3901,67,1,2,111.3,7567.2,0,0,0,0,112.94328358208955
3902,1,0,0,29.9,29.9,0,0,0,1,29.9
3903,53,1,0,80.6,4348.1,0,0,0,1,82.03962264150944
3904,34,1,0,20.8,635.9,0,0,0,1,18.70294117647059
3905,3,0,0,35.2,108.95,1,1,0,0,36.31666666666667
3906,1,1,0,78.8,78.8,1,0,1,0,78.8
3907,19,1,0,89.95,1682.4,0,0,0,1,88.54736842105264
3908,60,1,2,116.05,6925.9,0,0,0,0,115.43166666666666
3909,11,1,2,19.55,223.15,0,1,0,0,20.286363636363635
3910,47,1,0,106.4,5127.95,1,0,1,0,109.10531914893616
3911,18,1,0,49.4,874.8,1,0,1,0,48.599999999999994
3912,60,1,2,115.25,6758.45,0,1,0,0,112.64083333333333
3913,72,1,2,24.8,1874.3,0,1,0,0,26.031944444444445
3914,39,1,1,19.9,791.15,0,0,0,1,20.285897435897436
3915,59,1,1,81.25,4639.45,0,1,0,0,78.63474576271186
3916,2,1,0,69.95,143.9,0,0,0,1,71.95
3917,1,1,0,69.1,69.1,1,0,1,0,69.1
3918,20,1,0,90.2,1776.55,1,0,1,0,88.8275
3919,6,1,0,93.55,536.4,1,0,0,0,89.39999999999999
3920,71,1,2,86.4,6172.0,0,1,0,0,86.92957746478874
3921,24,1,0,66.3,1559.45,0,0,0,1,64.97708333333334
3922,67,1,0,94.65,6079.0,0,1,0,0,90.73134328358209
3923,1,1,0,80.85,80.85,1,0,0,1,80.85
3924,48,1,1,82.05,4029.95,1,0,0,1,83.95729166666666
3925,37,1,1,72.1,2658.4,0,0,0,1,71.84864864864865
3926,11,0,0,34.7,383.55,0,0,0,1,34.86818181818182
3927,3,1,0,20.55,51.15,1,1,0,0,17.05
3928,18,1,0,95.95,1745.5,0,1,0,0,96.97222222222223
3929,50,1,1,44.8,2230.85,0,0,0,0,44.617
3930,67,1,1,109.4,7281.6,0,0,1,0,108.68059701492538
3931,25,1,0,71.05,1837.7,0,0,0,1,73.508
3932,2,1,0,78.55,149.55,1,0,1,0,74.775
3933,9,1,0,19.7,180.7,0,1,0,0,20.077777777777776
3934,10,0,1,40.25,411.45,0,0,0,1,41.144999999999996
3935,70,1,2,19.85,1328.35,0,1,0,0,18.97642857142857
3936,9,1,0,68.25,576.95,0,0,0,0,64.10555555555555
3937,4,1,0,20.15,68.45,0,1,0,0,17.1125
3938,2,1,0,50.95,123.05,0,0,0,1,61.525
